年度,学校コード,学部(研究科)番号,所在地,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,A大学院研究科,B大学学部,C短期大学本科,D専攻科,E別科,F自営業主等,G無期雇用労働者,H有期雇用労働者,I臨時労働者,臨床研修医(予定者を含む),専修学校・外国の学校等入学者,J(進学準備中),J(就職準備中),J(その他),不詳・死亡の者,7状況別計(a),左記A~Eのうち自営業者等無期(再掲),雇用契約期間1年以上フルタイム相当(再掲),左記Hのうち雇用契約期間が1年以上フルタイム勤務相当(再掲),8博士(再掲)満期退学,8博士(再掲)ポスドクH,8博士(再掲)ポスドクI,8博士(再掲)ポスドクJ,①年度入学,②年度入学,③年度入学,④年度入学,⑤年度入学,その他(編入),年度別計(a),入学年度①,入学年度②,入学年度③,入学年度④,入学年度⑤,進学者,就職者,臨床研修医,その他,合計（確認用）
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,航空宇宙工学,H304,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,1,4,3,2,1,30,1,0,0,0,1
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,エネルギー理工学,J9A3,男,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,19,,,,,,,,19,0,0,0,0,0,19,4,3,2,1,30,0,18,0,1,19
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,エネルギー理工学,J9A3,女,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,1,4,3,2,1,30,0,1,0,0,1
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,総合エネルギー工学,J950,男,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,,,,,,,,18,0,1,0,0,0,19,4,3,2,1,30,0,19,0,0,19
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,総合エネルギー工学,J950,女,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,1,4,3,2,1,30,0,1,0,0,1
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,土木工学,G301,男,3,0,0,0,0,0,28,0,0,0,0,0,2,0,0,33,,,,,,,,28,3,2,0,0,0,33,4,3,2,1,30,3,28,0,2,33
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,土木工学,G301,女,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,,,,,,,,4,2,0,0,0,0,6,4,3,2,1,30,1,5,0,0,6
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,有機・高分子化学,G483,男,6,0,0,0,0,0,21,1,0,0,0,0,,0,0,28,,,1,,,,,28,0,0,0,0,0,28,4,3,2,1,30,6,22,0,0,28
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,有機・高分子化学,G483,女,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,,,,,,,6,0,0,0,0,0,6,4,3,2,1,30,0,6,0,0,6
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,応用物質化学,G484,男,3,0,0,0,0,0,22,0,0,0,0,0,,2,0,27,,,,,,,,25,2,0,0,0,0,27,4,3,2,1,30,3,22,0,2,27
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,応用物質化学,G484,女,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,11,,,,,,,,8,3,0,0,0,0,11,4,3,2,1,30,2,8,0,1,11
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,生命分子工学,X1C9,男,1,0,0,0,0,0,14,0,0,0,0,0,0,5,0,20,,,,,,,,20,0,0,0,0,0,20,4,3,2,1,30,1,14,0,5,20
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,生命分子工学,X1C9,女,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,,,,,,,,7,0,0,0,0,0,7,4,3,2,1,30,1,6,0,0,7
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,応用物理学,E207,男,8,0,0,0,0,0,32,0,0,0,1,0,0,1,0,42,,,,,,,,38,3,0,0,1,0,42,4,3,2,1,30,9,32,0,1,42
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,応用物理学,E207,女,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,0,1,0,0,0,0,1,4,3,2,1,30,0,1,0,0,1
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,物質科学,G460,男,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,38,,,,,,,,38,0,0,0,0,0,38,4,3,2,1,30,0,37,0,1,38
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,物質科学,G460,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,3,2,1,30,0,0,0,0,0
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,材料デザイン工学,J9GF,男,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,33,,,,,,,,32,1,0,0,0,0,33,4,3,2,1,30,1,32,0,0,33
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,材料デザイン工学,J9GF,女,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,1,4,3,2,1,30,0,1,0,0,1
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,物質プロセス工学,J9J6,男,5,0,0,0,0,0,28,0,0,0,0,0,1,0,0,34,,,,,,,,33,0,1,0,0,0,34,4,3,2,1,30,5,28,0,1,34
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,物質プロセス工学,J9J6,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,1,4,3,2,1,30,1,0,0,0,1
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,化学システム工学,G446,男,7,,,,,,32,1,,,,,1,1,,42,,,1,,,,,40,2,0,0,0,0,42,4,3,2,1,30,7,33,0,2,42
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,化学システム工学,G446,女,1,,,,,,3,,,,,,,,,4,,,,,,,,3,1,0,0,0,0,4,4,3,2,1,30,1,3,0,0,4
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,電気工学,G201,男,2,,,,,,37,,,,,,,2,,41,,,,,,,,33,8,0,0,0,0,41,4,3,2,1,30,2,37,0,2,41
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,電気工学,G201,女,1,,,,,,2,,,,,,,,,3,,,,,,,,2,1,0,0,0,0,3,4,3,2,1,30,1,2,0,0,3
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,電子工学,G202,男,6,,,,,,45,,,,,,2,,,53,,,,,,,,50,0,3,0,0,0,53,4,3,2,1,30,6,45,0,2,53
2024,F123110106429,2G01,23,名古屋大学,2,工学研究科,2,1,電子工学,G202,女,0,,,,,,1,,,,,,0,,,1,,,,,,,,1,0,0,0,0,0,1,4,3,2,1,30,0,1,0,0,1
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,森林・環境資源科学,L9E9,男,5,,,,,,13,,,,,,,,,18,,,,,,,,15,3,,,,,18,4,3,2,1,30,5,13,0,0,18
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,森林・環境資源科学,L9E9,女,3,,,,,,10,,,,,,,,,13,,,,,,,,12,1,,,,,13,4,3,2,1,30,3,10,0,0,13
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,植物生産科学,L9F1,男,3,,,,,,15,,,,,,,,,18,,,,,,,,17,1,,,,,18,4,3,2,1,30,3,15,0,0,18
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,植物生産科学,L9F1,女,2,,,,,,16,1,,,1,,1,1,,22,,,1,,,,,21,1,,,,,22,4,3,2,1,30,3,17,0,2,22
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,動物科学,L9C4,男,6,,,,,,12,,,,,,,,,18,,,,,,,,18,,,,,,18,4,3,2,1,30,6,12,0,0,18
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,動物科学,L9C4,女,1,,,,,,10,,,,,,,,,11,,,,,,,,11,,,,,,11,4,3,2,1,30,1,10,0,0,11
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,応用生命科学,L990,男,5,,,,,,24,,,,,,,1,,30,,,,,,,,30,,,,,,30,4,3,2,1,30,5,24,0,1,30
2024,F123110106429,2K18,23,名古屋大学,2,生命農学研究科,2,1,応用生命科学,L990,女,3,,,,,,38,,,,,,1,1,,43,,,,,,,,39,3,1,,,,43,4,3,2,1,30,3,38,0,2,43
2024,F123110106429,2M02,23,名古屋大学,2,医学系研究科,2,1,総合保健学,O949,男,3,,,,,,22,,,,,,,,,25,1,,,,,,,24,1,,,,,25,4,3,2,1,30,3,22,0,0,25
2024,F123110106429,2M02,23,名古屋大学,2,医学系研究科,2,1,総合保健学,O949,女,3,,,,,,35,1,,,,,,,,39,,,1,,,,,37,2,,,,,39,4,3,2,1,30,3,36,0,0,39
2024,F123110106429,2M75,23,名古屋大学,2,創薬科学研究科,2,1,基盤創薬学,M347,男,5,,,,,,12,,,,,,2,,,19,,,,,,,,19,,,,,,19,4,3,2,1,30,5,12,0,2,19
2024,F123110106429,2M75,23,名古屋大学,2,創薬科学研究科,2,1,基盤創薬学,M347,女,2,,,,,,10,,,,,,0,,,12,,,,,,,,12,,,,,,12,4,3,2,1,30,2,10,0,0,12
2024,F123110106429,2S11,23,名古屋大学,2,教育発達科学研究科,2,1,教育科学専攻,S127,男,5,,,,,,4,,,,,1,,,,10,2,,,,,,,9,1,,,,,10,4,3,2,1,30,5,4,0,1,10
2024,F123110106429,2S11,23,名古屋大学,2,教育発達科学研究科,2,1,教育科学専攻,S127,女,8,,,,,,5,,,,,,,,,13,3,,,,,,,12,1,,,,,13,4,3,2,1,30,8,5,0,0,13
2024,F123110106429,2S11,23,名古屋大学,2,教育発達科学研究科,2,1,心理発達科学専攻,S138,男,2,,,,,,2,1,,,,,,,,5,,,1,,,,,4,1,,,,,5,4,3,2,1,30,2,3,0,0,5
2024,F123110106429,2S11,23,名古屋大学,2,教育発達科学研究科,2,1,心理発達科学専攻,S138,女,1,,,,,,11,1,,,,1,1,,,15,,,1,,,,,14,1,,,,,15,4,3,2,1,30,1,12,0,2,15
2024,F123110106429,2X30,23,名古屋大学,2,環境学研究科,2,1,地球環境科学,E514,男,5,,,,,,28,,,,,,,1,,34,,,,,,,,31,2,1,,,,34,4,3,2,1,30,5,28,0,1,34
2024,F123110106429,2X30,23,名古屋大学,2,環境学研究科,2,1,地球環境科学,E514,女,8,,,,,,9,,,,,1,,1,,19,,,,,,,,13,5,1,,,,19,4,3,2,1,30,8,9,0,2,19
2024,F123110106429,2X30,23,名古屋大学,2,環境学研究科,2,1,都市環境学,J9Q8,男,1,,,,,,39,1,,,,,,1,,42,,,1,,,,,33,9,,,,,42,4,3,2,1,30,1,40,0,1,42
2024,F123110106429,2X30,23,名古屋大学,2,環境学研究科,2,1,都市環境学,J9Q8,女,1,,,,,,17,,,,,,2,3,,23,,,,,,,,18,5,,,,,23,4,3,2,1,30,1,17,0,5,23
2024,F123110106429,2X30,23,名古屋大学,2,環境学研究科,2,1,社会環境学,X201,男,2,,,,,,8,,,,1,,2,,,13,,,,,,,,12,1,,,,,13,4,3,2,1,30,3,8,0,2,13
2024,F123110106429,2X30,23,名古屋大学,2,環境学研究科,2,1,社会環境学,X201,女,1,,,,,,13,,,,1,,1,2,,18,,,,,,,,12,6,,,,,18,4,3,2,1,30,2,13,0,3,18
2024,F123110106429,2X40,23,名古屋大学,2,国際開発研究科,2,1,国際開発協力,C175,男,4,,,,,,11,1,,,,,8,1,,25,,,1,,,,,22,2,1,,,,25,4,3,2,1,30,4,12,0,9,25
2024,F123110106429,2X40,23,名古屋大学,2,国際開発研究科,2,1,国際開発協力,C175,女,2,,,,,,16,,,,,3,8,2,,31,,,,,,,,29,2,,,,,31,4,3,2,1,30,2,16,0,13,31
2024,F123110106429,2X91,23,名古屋大学,2,人文学研究科,2,1,人文学,X386,男,13,,,,,,12,5,,,,1,1,6,,38,,,5,,,,,29,8,,,1,,38,4,3,2,1,30,13,17,0,8,38
2024,F123110106429,2X91,23,名古屋大学,2,人文学研究科,2,1,人文学,X386,女,15,,,,,1,29,5,,,,,12,16,,78,,,1,,,,,64,11,2,1,,,78,4,3,2,1,30,15,35,0,28,78
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,数理情報学,E110,男,7,,,,,,9,,,,,,2,,,18,,,,,,,,17,1,,,,,18,4,3,2,1,30,7,9,0,2,18
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,数理情報学,E110,女,,,,,,,2,,,,,,,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,複雑系科学,J9K2,男,3,,,,,,32,,,,,,1,2,,38,,,,,,,,35,2,1,,,,38,4,3,2,1,30,3,32,0,3,38
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,複雑系科学,J9K2,女,1,,,,,,4,,,,,,,,,5,,,,,,,,4,1,,,,,5,4,3,2,1,30,1,4,0,0,5
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,社会情報学,X9C1,男,1,,,,,,7,,,,,,,,,8,,,,,,,,5,2,1,,,,8,4,3,2,1,30,1,7,0,0,8
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,社会情報学,X9C1,女,1,,,,,,6,1,,,,,2,,,10,,,1,,,,,8,2,,,,,10,4,3,2,1,30,1,7,0,2,10
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,心理・認知科学,X9H9,男,1,,,,,,7,,,,,,,,,8,,,,,,,,7,1,,,,,8,4,3,2,1,30,1,7,0,0,8
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,心理・認知科学,X9H9,女,1,,,,,,6,,,,,,,,,7,,,,,,,,5,2,,,,,7,4,3,2,1,30,1,6,0,0,7
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,情報システム学,F9C6,男,2,,,,,,27,,,,,,1,,,30,,,,,,,,28,2,,,,,30,4,3,2,1,30,2,27,0,1,30
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,情報システム学,F9C6,女,,,,,,,2,,,,,,,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,知能システム学,J9GH,男,7,,,,,,27,,,,,,1,,,35,,,,,,,,33,2,,,,,35,4,3,2,1,30,7,27,0,1,35
2024,F123110106429,2Z53,23,名古屋大学,2,大学院情報学研究科,2,1,知能システム学,J9GH,女,,,,,,,5,,,,,,,,,5,,,,,,,,4,1,,,,,5,4,3,2,1,30,0,5,0,0,5
2024,F123110106429,4A01,23,名古屋大学,2,文学研究科,3,1,人文学,B936,男,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,3,2,1,30,29,0,0,0,1,1
2024,F123110106429,4A01,23,名古屋大学,2,文学研究科,3,1,人文学,B936,女,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4C01,23,名古屋大学,2,法学研究科,3,1,総合法政専攻,C153,男,,,,,,,3,4,,,,,,,,7,,,,5,1,,,,3,,2,2,,7,3,2,1,30,29,0,7,0,0,7
2024,F123110106429,4C01,23,名古屋大学,2,法学研究科,3,1,総合法政専攻,C153,女,1,,,,,,2,,,,,,2,1,,6,,,,5,,,,,4,1,,1,,6,3,2,1,30,29,1,2,0,3,6
2024,F123110106429,4C09,23,名古屋大学,2,経済学研究科,3,1,社会経済システム,D932,男,,,,,,,2,,,,,,,1,,3,,,,,,,,,1,1,,1,,3,3,2,1,30,29,0,2,0,1,3
2024,F123110106429,4C09,23,名古屋大学,2,経済学研究科,3,1,社会経済システム,D932,女,2,,,,,,,1,,,,,1,,,4,,,1,,,,,3,,1,,,,4,3,2,1,30,29,2,1,0,1,4
2024,F123110106429,4C09,23,名古屋大学,2,経済学研究科,3,1,産業経営システム,C292,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4C09,23,名古屋大学,2,経済学研究科,3,1,産業経営システム,C292,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,素粒子物理学,E212,男,,,,,,,6,3,,,1,,1,,,11,,,3,3,3,,,6,4,1,,,,11,3,2,1,30,29,1,9,0,1,11
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,素粒子物理学,E212,女,,,,,,,1,1,,,,,,,,2,,,1,1,1,,,1,1,,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,物質理学,F924,男,,,,,,,7,7,,,,,,,,14,,,7,1,7,,,12,2,,,,,14,3,2,1,30,29,0,14,0,0,14
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,物質理学,F924,女,,,,,,,1,1,,,,,,1,,3,,,1,1,1,,,,3,,,,,3,3,2,1,30,29,0,2,0,1,3
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,生命理学,F921,男,,,,,,,3,,,,,,,,,3,,,,1,,,,,3,,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,生命理学,F921,女,,,,,,,,3,,,,,,,,3,,,2,1,3,,,2,1,,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,国際連携理学,F9E6,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4E01,23,名古屋大学,2,理学研究科,3,1,国際連携理学,F9E6,女,,,,,,,1,,,,,,,1,,2,,,,,,,,,1,1,,,,2,3,2,1,30,29,0,1,0,1,2
2024,F123110106429,4E14,23,名古屋大学,2,多元数理科学研究科,3,1,多元数理科学,E113,男,,,,,,,7,5,,,,,1,2,,15,,,2,6,5,,,10,1,2,,1,1,15,3,2,1,30,29,0,12,0,3,15
2024,F123110106429,4E14,23,名古屋大学,2,多元数理科学研究科,3,1,多元数理科学,E113,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,結晶材料工学,J921,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,結晶材料工学,J921,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,有機・高分子化学,G483,男,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,7,,,,,,,,5,2,0,0,0,0,7,3,2,1,30,29,0,5,0,2,7
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,有機・高分子化学,G483,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,応用物質化学,G484,男,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,1,1,0,0,0,0,2,3,2,1,30,29,0,0,0,2,2
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,応用物質化学,G484,女,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,1,,,,0,1,0,0,0,0,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,生命分子工学,X1C9,男,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,,,1,1,1,,,3,0,0,0,0,0,3,3,2,1,30,29,0,3,0,0,3
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,生命分子工学,X1C9,女,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,1,,1,,,0,0,1,0,0,0,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,応用物理学,E207,男,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,,,1,,1,,,2,1,0,0,0,0,3,3,2,1,30,29,0,2,0,1,3
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,応用物理学,E207,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,物質科学,G460,男,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,,,1,,1,,,4,0,0,0,0,0,4,3,2,1,30,29,0,4,0,0,4
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,物質科学,G460,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,材料デザイン工学,J9GF,男,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,,,1,1,1,,,2,0,0,2,0,0,4,3,2,1,30,29,0,4,0,0,4
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,材料デザイン工学,J9GF,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,物質プロセス工学,J9J6,男,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,,,,2,1,,,4,0,0,1,0,0,5,3,2,1,30,29,0,5,0,0,5
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,物質プロセス工学,J9J6,女,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,,,,1,1,,,1,2,0,0,0,1,4,3,2,1,30,29,0,4,0,0,4
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,化学システム工学,G446,男,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,,,3,2,1,,,4,1,1,0,0,0,6,3,2,1,30,29,0,6,0,0,6
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,化学システム工学,G446,女,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,,,1,0,1,,,1,1,1,0,0,0,3,3,2,1,30,29,0,2,0,1,3
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,電気工学,G201,男,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,,,1,1,0,,,3,2,1,0,0,1,7,3,2,1,30,29,0,7,0,0,7
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,電気工学,G201,女,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,0,,0,,,0,1,0,0,0,0,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,電子工学,G202,男,,,,,,,7,3,,,,,,,,10,,,3,2,3,,,7,2,0,0,0,1,10,3,2,1,30,29,0,10,0,0,10
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,電子工学,G202,女,,,,,,,1,1,,,1,,,,,3,,,0,1,1,,,1,2,0,0,0,0,3,3,2,1,30,29,1,2,0,0,3
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,情報・通信工学,G2E2,男,,,,,,,6,0,,,,,1,,,7,,,0,2,0,,,3,1,0,0,0,3,7,3,2,1,30,29,0,6,0,1,7
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,情報・通信工学,G2E2,女,,,,,,,0,0,,,,,,1,,1,,,0,0,0,,,0,1,0,0,0,0,1,3,2,1,30,29,0,0,0,1,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,機械システム工学,G152,男,,,,,,,3,1,,,,,,3,,7,,,0,2,1,,,4,1,0,0,0,2,7,3,2,1,30,29,0,4,0,3,7
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,機械システム工学,G152,女,,,,,,,0,0,,,,,,1,,1,,,0,0,0,,,1,0,0,0,0,0,1,3,2,1,30,29,0,0,0,1,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,マイクロ・ナノ機械理工学,J9GG,男,,,,,,,3,2,,,,,,4,,9,,,2,1,2,,,1,5,1,0,0,2,9,3,2,1,30,29,0,5,0,4,9
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,マイクロ・ナノ機械理工学,J9GG,女,,,,,,,0,0,,,,,,1,,1,,,0,0,0,,,0,0,1,0,0,0,1,3,2,1,30,29,0,0,0,1,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,航空宇宙工学,H304,男,,,,,,,5,1,,,,,,,,6,,,1,3,1,,,1,3,1,1,0,0,6,3,2,1,30,29,0,6,0,0,6
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,航空宇宙工学,H304,女,,,,,,,0,0,,,,,,,,0,,,0,0,0,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,エネルギー理工学,J9A3,男,,,,,,,2,0,,,,,1,,,3,,,0,1,0,,,3,0,0,0,0,0,3,3,2,1,30,29,0,2,0,1,3
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,エネルギー理工学,J9A3,女,,,,,,,1,0,,,,,,,,1,,,0,0,0,,,1,0,0,0,0,0,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,総合エネルギー工学,J950,男,,,,,,,1,0,,,,,,,,1,,,0,0,0,,,0,1,0,0,0,0,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,総合エネルギー工学,J950,女,,,,,,,0,0,,,,,,,,0,,,0,0,0,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,社会基盤工学,G338,男,,,,,,,1,0,,,,,,,,1,,,0,1,0,,,0,0,0,0,1,0,1,3,2,1,30,29,0,1,0,0,1
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,社会基盤工学,G338,女,,,,,,,0,0,,,,,,,,0,,,0,0,0,,,0,0,0,0,0,0,0,3,2,1,30,29,0,0,0,0,0
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,土木工学,G301,男,,,,,,,5,0,,,,,,,,5,,,0,2,0,,,1,2,1,0,1,0,5,3,2,1,30,29,0,5,0,0,5
2024,F123110106429,4G01,23,名古屋大学,2,工学研究科,3,1,土木工学,G301,女,,,,,,,1,1,,,,,1,,,3,,,0,1,0,,,1,2,0,0,0,0,3,3,2,1,30,29,0,2,0,1,3
