年度,学校コード,学部(研究科)番号,所在地,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,A大学院研究科,B大学学部,C短期大学本科,D専攻科,E別科,F自営業主等,G無期雇用労働者,H有期雇用労働者,I臨時労働者,臨床研修医(予定者を含む),専修学校・外国の学校等入学者,J(進学準備中),J(就職準備中),J(その他),不詳・死亡の者,7状況別計(a),左記A~Eのうち自営業者等無期(再掲),雇用契約期間1年以上フルタイム相当(再掲),左記Hのうち雇用契約期間が1年以上フルタイム勤務相当(再掲),8博士(再掲)満期退学,8博士(再掲)ポスドクH,8博士(再掲)ポスドクI,8博士(再掲)ポスドクJ,①年度入学,②年度入学,③年度入学,④年度入学,⑤年度入学,その他(編入),年度別計(a),入学年度①,入学年度②,入学年度③,入学年度④,入学年度⑤,進学者,就職者,臨床研修医,その他,合計（確認用）
2024,F103110100731,4X02,3,岩手大学,2,理工学研究科,3,1,デザイン・メディア工学,J9DG,女,,,,,,,,,,,,,,2,,2,,,,,,,,,1,1,,,,2,3,2,1,30,29,0,0,0,2,2
2024,F103110100731,6K04,3,岩手大学,2,獣医学研究科,4,1,共同獣医学,K720,男,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,2,1,30,29,28,0,1,0,0,1
2024,F103110100731,6K04,3,岩手大学,2,獣医学研究科,4,1,共同獣医学,K720,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F103110100731,GS01,3,岩手大学,2,教育学研究科,5,1,教職実践,S250,男,,,,,,,6,,,,,,,,,6,,,,,,,,6,,,,,,6,4,3,2,1,30,0,6,0,0,6
2024,F103110100731,GS01,3,岩手大学,2,教育学研究科,5,1,教職実践,S250,女,,,,,,,6,,,,,,,,,6,,,,,,,,6,,,,,,6,4,3,2,1,30,0,6,0,0,6
2024,F103210100748,1C04,3,岩手県立大学,1,社会福祉学部,,1,社会福祉学,C304,男,,,,,,,12,,,,,,2,,,14,,,,,,,,11,,,,,3,14,2,1,30,29,28,0,12,0,2,14
2024,F103210100748,1C04,3,岩手県立大学,1,社会福祉学部,,1,社会福祉学,C304,女,2,,,,,,41,,,,,,1,1,,45,,,,,,,,42,,,,,3,45,2,1,30,29,28,2,41,0,2,45
2024,F103210100748,1C04,3,岩手県立大学,1,社会福祉学部,,1,人間福祉（学）,C326,男,,,,,,,4,,,,,,1,,,5,,,,,,,,4,,1,,,,5,2,1,30,29,28,0,4,0,1,5
2024,F103210100748,1C04,3,岩手県立大学,1,社会福祉学部,,1,人間福祉（学）,C326,女,6,,,,,,33,,,,,,2,1,,42,,,,,,,,39,,1,,,2,42,2,1,30,29,28,6,33,0,3,42
2024,F103210100748,1G16,3,岩手県立大学,1,ソフトウェア情報学部,,1,ソフトウェア情報学,J9C5,男,23,,,,,,103,1,,,1,,4,1,,133,,,1,,,,,115,7,2,,,9,133,2,1,30,29,28,24,104,0,5,133
2024,F103210100748,1G16,3,岩手県立大学,1,ソフトウェア情報学部,,1,ソフトウェア情報学,J9C5,女,1,,,,,,26,,,,,,,1,,28,,,,,,,,25,,1,,1,1,28,2,1,30,29,28,1,26,0,1,28
2024,F103210100748,1M12,3,岩手県立大学,1,看護学部,,1,看護学（類）,M601,男,,,,,,,5,,,,,,,,,5,,,,,,,,4,,,,1,,5,2,1,30,29,28,0,5,0,0,5
2024,F103210100748,1M12,3,岩手県立大学,1,看護学部,,1,看護学（類）,M601,女,,,,,,,80,3,,,,0,,,,83,,,3,,,,,76,3,0,,,4,83,2,1,30,29,28,0,83,0,0,83
2024,F103210100748,1X10,3,岩手県立大学,1,総合政策学部,,1,総合政策学,C323,男,1,,,,,,53,,,,,,3,1,,58,,,,,,,,51,3,,,1,3,58,2,1,30,29,28,1,53,0,4,58
2024,F103210100748,1X10,3,岩手県立大学,1,総合政策学部,,1,総合政策学,C323,女,,,,,,,48,,,,,,1,2,,51,,,,,,,,39,4,1,,,7,51,2,1,30,29,28,0,48,0,3,51
2024,F103210100748,2C05,3,岩手県立大学,2,社会福祉学研究科,2,1,社会福祉（学）,C302,男,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,,1,,2,4,3,2,1,30,0,2,0,0,2
2024,F103210100748,2C05,3,岩手県立大学,2,社会福祉学研究科,2,1,社会福祉（学）,C302,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,0,1,0,0,1
2024,F103210100748,2C64,3,岩手県立大学,2,総合政策研究科,2,1,総合政策,D931,男,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,4,3,2,1,30,0,1,0,0,1
2024,F103210100748,2C64,3,岩手県立大学,2,総合政策研究科,2,1,総合政策,D931,女,,,,,,,2,,,,,,,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F103210100748,2G29,3,岩手県立大学,2,ソフトウェア情報学研究科,2,1,ソフトウェア情報学,G286,男,1,,,,,,25,,,,,,,1,,27,,,,,,,,22,3,1,1,,,27,4,3,2,1,30,1,25,0,1,27
2024,F103210100748,2G29,3,岩手県立大学,2,ソフトウェア情報学研究科,2,1,ソフトウェア情報学,G286,女,1,,,,,,4,,,,,,,1,,6,,,,,,,,3,2,1,,,,6,4,3,2,1,30,1,4,0,1,6
2024,F103210100748,2M09,3,岩手県立大学,2,看護学研究科,2,1,看護（科）学,O905,男,,,,,,,2,,,,,,,,,2,,,,,,,,1,,1,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F103210100748,2M09,3,岩手県立大学,2,看護学研究科,2,1,看護（科）学,O905,女,,,,,,,4,,,,,,,,,4,,,,,,,,1,2,,1,,,4,4,3,2,1,30,0,4,0,0,4
2024,F103210100748,4M09,3,岩手県立大学,2,看護学研究科,3,1,看護（科）学,O905,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F103210100748,4M09,3,岩手県立大学,2,看護学研究科,3,1,看護（科）学,O905,女,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,3,2,1,30,29,0,1,0,0,1
2024,F104110100856,1A01,4,東北大学,1,文学部,,1,人文社会,B942,男,16,,,,,,59,11,,,,3,13,6,,108,,,9,,,,,84,18,3,2,1,,108,2,1,30,29,28,16,70,0,22,108
2024,F104110100856,1A01,4,東北大学,1,文学部,,1,人文社会,B942,女,10,,,,,,80,11,,,,1,2,6,,110,,,11,,,,,97,12,1,,,,110,2,1,30,29,28,10,91,0,9,110
2024,F104110100856,1C05,4,東北大学,1,法学部・法学研究科,,1,法,C101,男,29,,,,,,73,,,,1,1,6,1,,111,,,,,,,,99,6,5,,,1,111,2,1,30,29,28,30,73,0,8,111
2024,F104110100856,1C05,4,東北大学,1,法学部・法学研究科,,1,法,C101,女,11,,,,,,37,,,,,1,1,,,50,,,,,,,,45,4,1,,,,50,2,1,30,29,28,11,37,0,2,50
2024,F104110100856,1C09,4,東北大学,1,経済学部,,1,経済学,C203,男,12,,,,,,89,5,,,,,7,3,,116,,,5,,,,,103,8,3,1,,1,116,2,1,30,29,28,12,94,0,10,116
2024,F104110100856,1C09,4,東北大学,1,経済学部,,1,経済学,C203,女,2,,,,,,18,,,,,,,,,20,,,,,,,,17,3,,,,,20,2,1,30,29,28,2,18,0,0,20
2024,F104110100856,1C09,4,東北大学,1,経済学部,,1,経営学,C205,男,12,,,,,1,79,3,,,1,1,7,1,,105,,,3,,,,,92,10,3,,,,105,2,1,30,29,28,13,83,0,9,105
2024,F104110100856,1C09,4,東北大学,1,経済学部,,1,経営学,C205,女,2,,,,,,12,,,,,,1,,,15,,,,,,,,13,2,,,,,15,2,1,30,29,28,2,12,0,1,15
2024,F104110100856,1C09,4,東北大学,1,経済学部,,1,教養課程,C299,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F104110100856,1C09,4,東北大学,1,経済学部,,1,教養課程,C299,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,数学,E101,男,30,,,,,,9,1,,,,,,,,40,,,1,,,,,37,1,1,,1,,40,2,1,30,29,28,30,10,0,0,40
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,数学,E101,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,2,1,30,29,28,0,1,0,0,1
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,物理学（物理系）,E201,男,61,,,,,,1,,,,,,1,,,63,,,,,,,,54,6,3,,,,63,2,1,30,29,28,61,1,0,1,63
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,物理学（物理系）,E201,女,6,,,,,,1,,,,,,1,,,8,,,,,,,,7,1,,,,,8,2,1,30,29,28,6,1,0,1,8
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,宇宙地球物理学,E203,男,26,,,,,,2,1,,,,,1,,,30,,,,,,,,30,,,,,,30,2,1,30,29,28,26,3,0,1,30
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,宇宙地球物理学,E203,女,8,,,,,,,,,,,,,,,8,,,,,,,,8,,,,,,8,2,1,30,29,28,8,0,0,0,8
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,化学,E301,男,59,,,,,,6,1,,,,,,,,66,,,,,,,,58,5,2,1,,,66,2,1,30,29,28,59,7,0,0,66
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,化学,E301,女,8,,,,,,,,,,,1,,,,9,,,,,,,,9,,,,,,9,2,1,30,29,28,8,0,0,1,9
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,地圏環境科学,F923,男,17,,,,,,6,,,,,,,,,23,,,,,,,,18,5,,,,,23,2,1,30,29,28,17,6,0,0,23
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,地圏環境科学,F923,女,6,,,,,,2,,,,,,,,,8,,,,,,,,8,,,,,,8,2,1,30,29,28,6,2,0,0,8
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,地球惑星物質科学,E517,男,16,,,,,,,,,,,,1,,,17,,,,,,,,16,,1,,,,17,2,1,30,29,28,16,0,0,1,17
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,地球惑星物質科学,E517,女,4,,,,,,,,,,,1,,,,5,,,,,,,,4,,1,,,,5,2,1,30,29,28,4,0,0,1,5
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,生物学,E401,男,23,,,,,,1,,,,1,,1,,,26,,,,,,,,24,1,1,,,,26,2,1,30,29,28,24,1,0,1,26
2024,F104110100856,1E01,4,東北大学,1,理学部,,1,生物学,E401,女,12,,,,,,1,,,,,,,,,13,,,,,,,,13,,,,,,13,2,1,30,29,28,12,1,0,0,13
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,機械知能・航空工学科,G150,男,198,,,,,,9,1,,,1,2,3,2,,216,,,,,,,,178,22,4,1,,11,216,2,1,30,29,28,199,10,0,7,216
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,機械知能・航空工学科,G150,女,22,,,,,,2,,,,1,,,,,25,,,,,,,,19,3,,,,3,25,2,1,30,29,28,23,2,0,0,25
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,電気情報物理工学,J9Y3,男,213,,,,,,21,,,,5,,3,,,242,,,,,,,,212,15,3,,,12,242,2,1,30,29,28,218,21,0,3,242
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,電気情報物理工学,J9Y3,女,14,,,,,,2,,,,1,,,,,17,,,,,,,,16,1,,,,,17,2,1,30,29,28,15,2,0,0,17
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,化学・バイオ工学,G469,男,81,,,,,,6,,,,,1,,,,88,,,,,,,,79,4,2,1,,2,88,2,1,30,29,28,81,6,0,1,88
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,化学・バイオ工学,G469,女,23,,,,,,2,,,,,,,,,25,,,,,,,,25,,,,,,25,2,1,30,29,28,23,2,0,0,25
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,材料科学総合学,J9I8,男,93,,,,,,5,,,,4,,1,,,103,,,,,,,,92,5,2,2,,2,103,2,1,30,29,28,97,5,0,1,103
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,材料科学総合学,J9I8,女,9,,,,,,1,,,,,,1,,,11,,,,,,,,11,,,,,,11,2,1,30,29,28,9,1,0,1,11
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,建築・社会環境工学,G359,男,82,,,,,,6,1,,,,,,,,89,,,1,,,,,79,3,5,2,,,89,2,1,30,29,28,82,7,0,0,89
2024,F104110100856,1G01,4,東北大学,1,工学研究科,,1,建築・社会環境工学,G359,女,11,,,,,,1,,,,,,,,,12,,,,,,,,10,1,1,,,,12,2,1,30,29,28,11,1,0,0,12
2024,F104110100856,1K01,4,東北大学,1,農学部,,1,生物生産科学科,L908,男,51,,,,,1,6,,,,1,,3,,,62,,,,,,,,56,6,,,,,62,2,1,30,29,28,52,7,0,3,62
2024,F104110100856,1K01,4,東北大学,1,農学部,,1,生物生産科学科,L908,女,22,,,,,,7,,,,,,,2,,31,,,,,,,,24,7,,,,,31,2,1,30,29,28,22,7,0,2,31
2024,F104110100856,1K01,4,東北大学,1,農学部,,1,応用生物化学科,K223,男,31,,,,,,,,,,,,1,,,32,,,,,,,,32,,,,,,32,2,1,30,29,28,31,0,0,1,32
2024,F104110100856,1K01,4,東北大学,1,農学部,,1,応用生物化学科,K223,女,25,,,,,,,,,,,,,,,25,,,,,,,,25,,,,,,25,2,1,30,29,28,25,0,0,0,25
2024,F104110100856,1M02,4,東北大学,2,医学系研究科,1,1,医科学,M137,男,5,,,,,,13,2,,,,,2,1,,23,,,2,,,,,20,1,2,,,,23,4,3,2,1,30,5,15,0,3,23
2024,F104110100856,1M02,4,東北大学,2,医学系研究科,1,1,医科学,M137,女,6,,,,,,10,3,,,,1,1,,,21,,,2,,,,,18,2,1,,,,21,4,3,2,1,30,6,13,0,2,21
2024,F104110100856,1M02,4,東北大学,2,医学系研究科,1,1,公衆衛生学,O998,男,,,,,,,1,,,,,,1,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,1,0,1,2
2024,F104110100856,1M02,4,東北大学,2,医学系研究科,1,1,公衆衛生学,O998,女,2,,,,,,2,1,,,,,1,,,6,,,1,,,,,5,,,,,1,6,4,3,2,1,30,2,3,0,1,6
2024,F104110100856,1M03,4,東北大学,2,歯学研究科,1,1,歯科学,M219,男,1,,,,,,0,0,,,,0,,,,1,1,,0,,,,,1,,0,,,,1,4,3,2,1,30,1,0,0,0,1
2024,F104110100856,1M03,4,東北大学,2,歯学研究科,1,1,歯科学,M219,女,1,,,,,,3,5,,,,1,,,,10,0,,5,,,,,8,,2,,,,10,4,3,2,1,30,1,8,0,1,10
2024,F104110100856,1M04,4,東北大学,1,医学部（修業年限４年）,,1,保健学科,O902,男,14,,,,,,14,3,,,1,1,1,,,34,,,3,,,,,31,2,1,,,,34,2,1,30,29,28,15,17,0,2,34
2024,F104110100856,1M04,4,東北大学,1,医学部（修業年限４年）,,1,保健学科,O902,女,30,1,,1,1,,58,8,,,,,3,,,102,,,5,,,,,96,3,3,,,,102,2,1,30,29,28,33,66,0,3,102
2024,F104110100856,1M10,4,東北大学,1,薬学部・薬学研究科,,1,教養課程（１～３年次）,M599,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F104110100856,1M10,4,東北大学,1,薬学部・薬学研究科,,1,教養課程（１～３年次）,M599,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F104110100856,1M10,4,東北大学,1,薬学部・薬学研究科,,1,創薬科学,M521,男,46,,,,,,,1,,,,,,1,,48,,,1,,,,,46,,2,,,,48,2,1,30,29,28,46,1,0,1,48
2024,F104110100856,1M10,4,東北大学,1,薬学部・薬学研究科,,1,創薬科学,M521,女,10,,,,,,,,,,,,1,,,11,,,,,,,,10,,,,1,,11,2,1,30,29,28,10,0,0,1,11
2024,F104110100856,1S01,4,東北大学,1,教育学部,,1,教育科学科,S120,男,8,1,,,,,21,7,,,,,,,,37,,,6,,,,,32,4,1,,,,37,2,1,30,29,28,9,28,0,0,37
2024,F104110100856,1S01,4,東北大学,1,教育学部,,1,教育科学科,S120,女,9,,,,,,27,2,,,,,1,,,39,,,2,,,,,34,5,,,,,39,2,1,30,29,28,9,29,0,1,39
2024,F104110100856,2A01,4,東北大学,2,文学研究科,2,1,日本学,B914,男,3,,,,,,1,2,,,1,1,2,1,,11,,,2,,,,,7,1,1,2,,,11,4,3,2,1,30,4,3,0,4,11
2024,F104110100856,2A01,4,東北大学,2,文学研究科,2,1,日本学,B914,女,12,,,,,,5,4,,,,2,7,,,30,,,4,,,,,25,1,4,,,,30,4,3,2,1,30,12,9,0,9,30
2024,F104110100856,2A01,4,東北大学,2,文学研究科,2,1,広域文化学,B9J1,男,6,,,,,1,4,1,,,1,,2,,,15,,,1,,,,,13,2,,,,,15,4,3,2,1,30,7,6,0,2,15
2024,F104110100856,2A01,4,東北大学,2,文学研究科,2,1,広域文化学,B9J1,女,3,,,,,,3,1,,,,,2,,,9,,,1,,,,,7,2,,,,,9,4,3,2,1,30,3,4,0,2,9
2024,F104110100856,2A01,4,東北大学,2,文学研究科,2,1,総合人間学,B9J2,男,8,,,,,,1,1,,,,,2,,,12,,,1,,,,,8,4,,,,,12,4,3,2,1,30,8,2,0,2,12
2024,F104110100856,2A01,4,東北大学,2,文学研究科,2,1,総合人間学,B9J2,女,6,,,,,,7,2,,,,,4,,,19,,,2,,,,,17,2,,,,,19,4,3,2,1,30,6,9,0,4,19
2024,F104110100856,2C01,4,東北大学,2,法学部・法学研究科,2,1,法政理論研究,C169,男,,,,,,,2,,,,,,,,,2,,,,,,,,1,1,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F104110100856,2C01,4,東北大学,2,法学部・法学研究科,2,1,法政理論研究,C169,女,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,1,0,0,0,1
2024,F104110100856,2C09,4,東北大学,2,経済学研究科,2,1,経済経営学,C264,男,6,,,,,,21,2,,,,,6,,,35,,,2,,,,,13,16,3,,,3,35,4,3,2,1,30,6,23,0,6,35
2024,F104110100856,2C09,4,東北大学,2,経済学研究科,2,1,経済経営学,C264,女,2,,,,,,4,3,,,,,3,,,12,,,3,,,,,5,5,1,,,1,12,4,3,2,1,30,2,7,0,3,12
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,数学,E101,男,17,,,,,,12,2,,,,,1,,,32,,,1,,,,,29,3,,,,,32,4,3,2,1,30,17,14,0,1,32
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,数学,E101,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,物理学,E201,男,21,,,,,,44,5,,,,,3,,,73,,,5,,,,,68,4,1,,,,73,4,3,2,1,30,21,49,0,3,73
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,物理学,E201,女,1,,,,,,3,,,,,,,,,4,,,,,,,,4,,,,,,4,4,3,2,1,30,1,3,0,0,4
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,天文学,E206,男,1,,,,,,7,,,,,,,,,8,,,,,,,,7,,1,,,,8,4,3,2,1,30,1,7,0,0,8
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,天文学,E206,女,2,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,3,4,3,2,1,30,2,1,0,0,3
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,地球物理学,E203,男,1,,,,,,12,1,,,,,,,,14,,,,,,,,14,,,,,,14,4,3,2,1,30,1,13,0,0,14
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,地球物理学,E203,女,3,,,,,,5,2,,,,,,,,10,,,2,,,,,9,1,,,,,10,4,3,2,1,30,3,7,0,0,10
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,化学,E301,男,21,,,,,,27,3,,,1,,1,1,,54,,,3,,,,,46,8,,,,,54,4,3,2,1,30,22,30,0,2,54
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,化学,E301,女,4,,,,,,6,,,,,,1,,,11,,,,,,,,8,3,,,,,11,4,3,2,1,30,4,6,0,1,11
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,地学,E501,男,6,,,,,,16,,,,,,3,,,25,,,,,,,,22,3,,,,,25,4,3,2,1,30,6,16,0,3,25
2024,F104110100856,2E01,4,東北大学,2,理学研究科,2,1,地学,E501,女,3,,,,,,7,,,,,,,,,10,,,,,,,,9,1,,,,,10,4,3,2,1,30,3,7,0,0,10
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,機械機能創成,G163,男,5,,,,,,47,3,,,,,,,,55,,,2,,,,,49,6,,,,,55,4,3,2,1,30,5,50,0,0,55
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,機械機能創成,G163,女,,,,,,,6,,,,,,1,,,7,,,,,,,,4,3,,,,,7,4,3,2,1,30,0,6,0,1,7
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,ファインメカニクス,G164,男,7,,,,,,26,,,,,,,,,33,,,,,,,,30,3,,,,,33,4,3,2,1,30,7,26,0,0,33
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,ファインメカニクス,G164,女,1,,,,,,1,,,,,,1,,,3,,,,,,,,2,1,,,,,3,4,3,2,1,30,1,1,0,1,3
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,ロボティクス,J9FS,男,6,,,,,,25,1,,,,,1,,,33,,,,,,,,29,4,,,,,33,4,3,2,1,30,6,26,0,1,33
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,ロボティクス,J9FS,女,,,,,,,3,,,,,,,,,3,,,,,,,,2,1,,,,,3,4,3,2,1,30,0,3,0,0,3
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,航空宇宙工学,H304,男,11,,,,,,44,,,,,,,3,,58,1,,,,,,,49,7,1,1,,,58,4,3,2,1,30,11,44,0,3,58
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,航空宇宙工学,H304,女,,,,,,,6,,,,,,,,,6,,,,,,,,4,2,,,,,6,4,3,2,1,30,0,6,0,0,6
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,量子エネルギー工学,G605,男,4,,,,,,30,1,,,1,,,,,36,1,,1,,,,,29,7,,,,,36,4,3,2,1,30,5,31,0,0,36
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,量子エネルギー工学,G605,女,,,,,,,3,,,,,,,,,3,,,,,,,,2,1,,,,,3,4,3,2,1,30,0,3,0,0,3
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,電気エネルギーシステム,J9EL,男,5,,,,,,30,,,,,,,,,35,,,,,,,,35,,,,,,35,4,3,2,1,30,5,30,0,0,35
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,電気エネルギーシステム,J9EL,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,通信工学,G204,男,1,,,,,,38,2,,,,,1,,,42,,,2,,,,,41,1,,,,,42,4,3,2,1,30,1,40,0,1,42
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,通信工学,G204,女,1,,,,,,3,2,,,,1,,,,7,,,2,,,,,3,4,,,,,7,4,3,2,1,30,1,5,0,1,7
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,電子工学,G202,男,6,,,,,,39,1,,,,1,1,,,48,,,1,,,,,43,3,2,,,,48,4,3,2,1,30,6,40,0,2,48
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,電子工学,G202,女,1,,,,,,1,,,,,,,,,2,,,,,,,,1,,1,,,,2,4,3,2,1,30,1,1,0,0,2
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,応用物理学,G501,男,6,,,,,,20,,,,,,1,,,27,,,,,,,,24,3,,,,,27,4,3,2,1,30,6,20,0,1,27
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,応用物理学,G501,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,応用化学,G401,男,3,,,,,,22,,,,,,,,,25,,,,,,,,25,,,,,,25,4,3,2,1,30,3,22,0,0,25
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,応用化学,G401,女,1,,,,,,3,,,,,,1,,,5,,,,,,,,4,1,,,,,5,4,3,2,1,30,1,3,0,1,5
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,化学工学,G410,男,6,,,,,,22,,,,,,,,,28,,,,,,,,28,,,,,,28,4,3,2,1,30,6,22,0,0,28
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,化学工学,G410,女,1,,,,,,4,,,,,,,,,5,,,,,,,,5,,,,,,5,4,3,2,1,30,1,4,0,0,5
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,バイオ工学,J9Y6,男,3,,,,,,14,1,,,,,1,,,19,,,1,,,,,17,1,,,1,,19,4,3,2,1,30,3,15,0,1,19
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,バイオ工学,J9Y6,女,2,,,,,,5,,,,,,,,,7,,,,,,,,7,,,,,,7,4,3,2,1,30,2,5,0,0,7
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,金属フロンティア工学,G809,男,4,,,,,,21,,,,,,,,,25,,,,,,,,23,1,,1,,,25,4,3,2,1,30,4,21,0,0,25
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,金属フロンティア工学,G809,女,2,,,,,,4,,,,,,,1,,7,,,,,,,,6,1,,,,,7,4,3,2,1,30,2,4,0,1,7
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,知能デバイス材料学,J9Y7,男,7,,,,,,26,,,,,,,,,33,,,,,,,,31,2,,,,,33,4,3,2,1,30,7,26,0,0,33
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,知能デバイス材料学,J9Y7,女,1,,,,,,5,,,,,,1,,,7,,,,,,,,7,,,,,,7,4,3,2,1,30,1,5,0,1,7
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,材料システム工学,J948,男,2,,,,,,23,,,,,,,,,25,,,,,,,,24,1,,,,,25,4,3,2,1,30,2,23,0,0,25
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,材料システム工学,J948,女,,,,,,,2,,,,,,,,,2,,,,,,,,1,1,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,土木工学,G301,男,9,,,,,,37,,,,,,,,,46,,,,,,,,42,4,,,,,46,4,3,2,1,30,9,37,0,0,46
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,土木工学,G301,女,3,,,,,,3,1,,,,,,,,7,,,1,,,,,5,2,,,,,7,4,3,2,1,30,3,4,0,0,7
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,都市・建築学,G339,男,1,,,,,,28,1,,,,,,,,30,,,1,,,,,26,3,1,,,,30,4,3,2,1,30,1,29,0,0,30
2024,F104110100856,2G01,4,東北大学,2,工学研究科,2,1,都市・建築学,G339,女,2,,,,,,15,2,,,,,,,,19,1,,2,,,,,15,4,,,,,19,4,3,2,1,30,2,17,0,0,19
